,mouse_name,session_name,num_probes,probe_locations,brain_regions,num_units,num_trials,num_trials_opto,opto_types,opto_onset
45,../000363/sub-455220,../000363/sub-455220/sub-455220_ses-20190803T150200_behavior+ecephys+ogen.nwb,4,"['right Striatum', 'left Striatum', 'left Thalamus', 'right Thalamus']","['Striatum' 'Pallidum' 'Globus pallidus, external segment' 'Caudoputamen'
 'Substantia innominata' 'Globus pallidus, internal segment'
 'Ventral posteromedial nucleus of the thalamus, parvicellular part'
 'Paracentral nucleus' 'Mediodorsal nucleus of thalamus'
 'Lateral habenula' 'Dentate gyrus, molecular layer'
 'Dentate gyrus, granule cell layer' 'Field CA1' 'Thalamus'
 'Retrosplenial area, lateral agranular part, layer 6a'
 'Retrosplenial area, dorsal part, layer 6a'
 'Paraventricular nucleus of the thalamus']",433,"outcome  trial_instruction
hit      left                 169
         right                127
ignore   left                  37
miss     left                  21
         right                 14
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 41
         right                36
ignore   left                  8
miss     left                  8
         right                 9
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_5', 'OBIS470_6']",2.3529411749325615e-05
46,../000363/sub-455220,../000363/sub-455220/sub-455220_ses-20190804T152922_behavior+ecephys+ogen.nwb,4,"['right Striatum', 'left Striatum', 'left Thalamus', 'right Thalamus']","['Caudoputamen' 'Primary somatosensory area, mouth, layer 6b'
 'Primary somatosensory area, mouth, layer 6a'
 'Primary somatosensory area, upper limb, layer 6a'
 'Primary somatosensory area, upper limb, layer 5'
 'Primary somatosensory area, upper limb, layer 4' 'Substantia innominata'
 'Pallidum' 'Globus pallidus, external segment'
 'Primary somatosensory area, upper limb, layer 6b'
 'Ventral posteromedial nucleus of the thalamus, parvicellular part'
 'Central medial nucleus of the thalamus'
 'Mediodorsal nucleus of thalamus'
 'Paraventricular nucleus of the thalamus' 'Lateral habenula'
 'Dentate gyrus, molecular layer' 'Field CA1'
 'Intermediodorsal nucleus of the thalamus' 'Parafascicular nucleus'
 'Central lateral nucleus of the thalamus'
 'Lateral posterior nucleus of the thalamus'
 'Dentate gyrus, granule cell layer'
 'Retrosplenial area, lateral agranular part, layer 6a']",428,"outcome  trial_instruction
hit      left                 138
         right                 86
ignore   left                  66
miss     left                  23
         right                  7
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 38
         right                35
ignore   left                 24
miss     left                 11
         right                 5
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_5', 'OBIS470_6']",4.336283185280403e-05
47,../000363/sub-456772,../000363/sub-456772/sub-456772_ses-20191119T115109_behavior+ecephys+ogen.nwb,3,"['right Midbrain', 'left Midbrain', 'left ALM']","['Secondary motor area, layer 6a' 'Secondary motor area, layer 5'
 'Frontal pole, layer 6a'
 'Superior colliculus, motor related, intermediate gray layer'
 'Superior colliculus, optic layer'
 'Superior colliculus, superficial gray layer' 'Postsubiculum' 'Subiculum'
 'Superior colliculus, motor related, intermediate white layer'
 'Superior colliculus, zonal layer']",106,"outcome  trial_instruction
hit      left                  85
         right                137
ignore   left                   1
         right                 13
miss     left                  24
         right                 14
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 30
         right                30
miss     left                  5
         right                15
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_5', 'OBIS470_6']",0.7000637500000032
48,../000363/sub-456772,../000363/sub-456772/sub-456772_ses-20191119T130822_behavior+ecephys+ogen.nwb,3,"['right Midbrain', 'left Midbrain', 'left ALM']","['Secondary motor area, layer 6a' 'Secondary motor area, layer 5'
 'Frontal pole, layer 6a' 'Frontal pole, layer 5' 'Midbrain'
 'Superior colliculus, motor related, intermediate white layer'
 'Superior colliculus, motor related, intermediate gray layer']",157,"outcome  trial_instruction
hit      left                  78
         right                109
ignore   left                  20
         right                 24
miss     left                  11
         right                 25
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 19
         right                24
ignore   left                  3
         right                 8
miss     left                  7
         right                12
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_5', 'OBIS470_6']",0.7000287671232874
49,../000363/sub-456772,../000363/sub-456772/sub-456772_ses-20191120T115527_behavior+ecephys+ogen.nwb,3,"['right Midbrain', 'left Midbrain', 'left ALM']","['Secondary motor area, layer 5' 'Secondary motor area, layer 2/3'
 'Secondary motor area, layer 6a' 'Frontal pole, layer 6a'
 'Superior colliculus, motor related, deep gray layer'
 'Superior colliculus, motor related, intermediate white layer'
 'Superior colliculus, motor related, intermediate gray layer' 'Midbrain']",217,"outcome  trial_instruction
hit      left                  96
         right                139
ignore   left                  14
         right                  5
miss     left                   8
         right                 13
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 21
         right                27
ignore   left                  4
miss     left                  4
         right                13
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_5', 'OBIS470_6']",0.699957971014505
50,../000363/sub-456772,../000363/sub-456772/sub-456772_ses-20191120T130334_behavior+ecephys+ogen.nwb,3,"['right Midbrain', 'left Midbrain', 'left ALM']","['Secondary motor area, layer 5' 'Secondary motor area, layer 2/3'
 'Secondary motor area, layer 6a' 'Midbrain reticular nucleus' 'Midbrain'
 'Superior colliculus, motor related, intermediate white layer'
 'Superior colliculus, motor related, deep gray layer']",194,"outcome  trial_instruction
hit      left                 92
         right                99
ignore   left                 56
         right                11
miss     left                 18
         right                28
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 22
         right                31
ignore   left                 22
         right                 5
miss     left                  7
         right                 8
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_5', 'OBIS470_6']",0.7000736842105373
51,../000363/sub-456772,../000363/sub-456772/sub-456772_ses-20191121T113844_behavior+ecephys+ogen.nwb,3,"['right Thalamus', 'left Thalamus', 'right ALM']","['Secondary motor area, layer 5' 'Secondary motor area, layer 6a'
 'Secondary motor area, layer 2/3'
 'Central medial nucleus of the thalamus'
 'Intermediodorsal nucleus of the thalamus'
 'Mediodorsal nucleus of thalamus' 'Paracentral nucleus'
 'Central lateral nucleus of the thalamus'
 'Ventral anterior-lateral complex of the thalamus'
 'Ventral medial nucleus of the thalamus'
 'Anteroventral nucleus of thalamus' 'Anteromedial nucleus, ventral part'
 'Anteromedial nucleus, dorsal part'
 'Interanterodorsal nucleus of the thalamus']",344,"outcome  trial_instruction
hit      left                 123
         right                160
ignore   left                   2
         right                  5
miss     left                   8
         right                  7
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 32
         right                45
ignore   right                 1
miss     left                  5
         right                 7
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_5', 'OBIS470_6']",0.700055555555529
52,../000363/sub-456772,../000363/sub-456772/sub-456772_ses-20191121T124405_behavior+ecephys+ogen.nwb,3,"['right Thalamus', 'left Thalamus', 'right ALM']","['Secondary motor area, layer 5' 'Mediodorsal nucleus of thalamus'
 'Central lateral nucleus of the thalamus'
 'Lateral dorsal nucleus of thalamus' 'Lateral habenula' 'Medial habenula'
 'Anteroventral nucleus of thalamus' 'Anterodorsal nucleus']",253,"outcome  trial_instruction
hit      left                 124
         right                162
ignore   left                   6
         right                  5
miss     left                   5
         right                 18
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 26
         right                54
ignore   left                  2
miss     left                  4
         right                11
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_5', 'OBIS470_6']",0.6999896907216533
53,../000363/sub-456772,../000363/sub-456772/sub-456772_ses-20191122T134226_behavior+ecephys+ogen.nwb,3,"['right Thalamus', 'left Thalamus', 'right ALM']","['Frontal pole, layer 5' 'Secondary motor area, layer 5'
 'Secondary motor area, layer 6a' 'Secondary motor area, layer 2/3'
 'Rhomboid nucleus' 'Central medial nucleus of the thalamus'
 'Intermediodorsal nucleus of the thalamus'
 'Mediodorsal nucleus of thalamus' 'Submedial nucleus of the thalamus'
 'Thalamus' 'Paracentral nucleus' 'Ventral medial nucleus of the thalamus'
 'Ventral anterior-lateral complex of the thalamus']",343,"outcome  trial_instruction
hit      left                 125
         right                140
ignore   right                  1
miss     left                  23
         right                 13
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 32
         right                49
miss     left                  9
         right                 4
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_5', 'OBIS470_6']",0.7000297872340491
54,../000363/sub-456772,../000363/sub-456772/sub-456772_ses-20191122T144855_behavior+ecephys+ogen.nwb,3,"['right Thalamus', 'left Thalamus', 'right ALM']","['Frontal pole, layer 5' 'Secondary motor area, layer 5'
 'Secondary motor area, layer 2/3' 'Secondary motor area, layer 6a'
 'Mediodorsal nucleus of thalamus'
 'Intermediodorsal nucleus of the thalamus'
 'Central lateral nucleus of the thalamus'
 'Paraventricular nucleus of the thalamus' 'Paracentral nucleus'
 'Lateral dorsal nucleus of thalamus'
 'Ventral anterior-lateral complex of the thalamus']",477,"outcome  trial_instruction
hit      left                 76
         right                79
ignore   left                 71
         right                26
miss     left                 15
         right                18
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 24
         right                29
ignore   left                 14
         right                 8
miss     left                  8
         right                10
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_5', 'OBIS470_6']",0.7000774193548366
55,../000363/sub-456772,../000363/sub-456772/sub-456772_ses-20191123T135013_behavior+ecephys+ogen.nwb,3,"['right Striatum', 'left ALM', 'left Striatum']","['Orbital area, medial part, layer 5'
 'Orbital area, ventrolateral part, layer 5'
 'Orbital area, ventrolateral part, layer 6a'
 'Orbital area, medial part, layer 6a' 'Frontal pole, layer 6a'
 'Prelimbic area, layer 6a' 'Secondary motor area, layer 6a'
 'Secondary motor area, layer 5' 'Secondary motor area, layer 2/3'
 'Striatum' 'Caudoputamen']",332,"outcome  trial_instruction
hit      left                 106
         right                137
ignore   left                   2
         right                  1
miss     left                   7
         right                 17
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 32
         right                41
miss     left                  4
         right                 4
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_5', 'OBIS470_6']",0.7001123456790135
56,../000363/sub-456772,../000363/sub-456772/sub-456772_ses-20191123T145127_behavior+ecephys+ogen.nwb,3,"['right Striatum', 'left ALM', 'left Striatum']","['Orbital area, ventrolateral part, layer 5'
 'Orbital area, ventrolateral part, layer 6a'
 'Orbital area, medial part, layer 6a' 'Frontal pole, layer 6a'
 'Prelimbic area, layer 6a' 'Secondary motor area, layer 6a'
 'Secondary motor area, layer 5' 'Secondary motor area, layer 2/3'
 'Caudoputamen']",442,"outcome  trial_instruction
hit      left                 146
         right                214
ignore   left                   2
         right                  2
miss     left                   7
         right                 43
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 42
         right                65
miss     left                  2
         right                15
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_5', 'OBIS470_6']",0.7000717741935545
57,../000363/sub-456773,../000363/sub-456773/sub-456773_ses-20191002T143533_behavior+ecephys+ogen.nwb,4,"['left ALM', 'right Medulla', 'left Medulla', 'right ALM']","['Anterior olfactory nucleus' 'Orbital area, lateral part, layer 1'
 'Orbital area, lateral part, layer 2/3'
 'Orbital area, lateral part, layer 5' 'Frontal pole, layer 5'
 'Secondary motor area, layer 5' 'Secondary motor area, layer 2/3'
 'Secondary motor area, layer 1' 'Frontal pole, layer 2/3' 'Medulla'
 'Magnocellular reticular nucleus' 'Parapyramidal nucleus'
 'Paragigantocellular reticular nucleus, lateral part'
 'Gigantocellular reticular nucleus' 'Intermediate reticular nucleus'
 'Medial vestibular nucleus' 'Cerebellum' 'Facial motor nucleus'
 'Parvicellular reticular nucleus' 'Lateral vestibular nucleus'
 'Lobule III' 'Lobules IV-V' 'Simple lobule']",452,"outcome  trial_instruction
hit      left                 143
         right                167
ignore   left                  11
         right                 22
miss     left                  22
         right                 21
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 50
         right                29
ignore   right                 4
miss     left                  6
         right                10
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_5', 'OBIS470_6']",0.7000696969697275
58,../000363/sub-456773,../000363/sub-456773/sub-456773_ses-20191003T153548_behavior+ecephys+ogen.nwb,4,"['left ALM', 'right Medulla', 'left Medulla', 'right ALM']","['Anterior olfactory nucleus' 'Orbital area, lateral part, layer 2/3'
 'Orbital area, lateral part, layer 5' 'Frontal pole, layer 2/3'
 'Orbital area, lateral part, layer 1' 'Olfactory areas' 'Medulla'
 'Magnocellular reticular nucleus' 'Gigantocellular reticular nucleus'
 'Intermediate reticular nucleus' 'Medial vestibular nucleus' 'Cerebellum'
 'Pons' 'Parabrachial nucleus' 'Lobule III']",272,"outcome  trial_instruction
hit      left                 103
         right                158
ignore   left                   3
         right                 14
miss     left                   8
         right                 41
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 18
         right                41
ignore   right                 2
miss     left                  5
         right                11
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_5', 'OBIS470_6']",0.7000402597402656
59,../000363/sub-456773,../000363/sub-456773/sub-456773_ses-20191004T143720_behavior+ecephys+ogen.nwb,4,"['left ALM', 'right Medulla', 'left Medulla', 'right ALM']","['Anterior olfactory nucleus' 'Orbital area, lateral part, layer 2/3'
 'Orbital area, lateral part, layer 5' 'Frontal pole, layer 5'
 'Secondary motor area, layer 5' 'Secondary motor area, layer 2/3'
 'Orbital area, lateral part, layer 1'
 'Orbital area, ventrolateral part, layer 1'
 'Orbital area, ventrolateral part, layer 2/3'
 'Orbital area, ventrolateral part, layer 5'
 'Gigantocellular reticular nucleus' 'Intermediate reticular nucleus'
 'Medial vestibular nucleus' 'Cerebellum' 'Lobules IV-V' 'Medulla'
 'Inferior olivary complex'
 'Paragigantocellular reticular nucleus, lateral part'
 'Parvicellular reticular nucleus' 'Spinal vestibular nucleus'
 'Lateral vestibular nucleus' 'Superior vestibular nucleus']",414,"outcome  trial_instruction
hit      left                 129
         right                139
ignore   left                   1
         right                  9
miss     left                  16
         right                 26
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 30
         right                40
miss     left                  9
         right                 8
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_5', 'OBIS470_6']",0.7000287356322002
60,../000363/sub-456773,../000363/sub-456773/sub-456773_ses-20191005T142316_behavior+ecephys+ogen.nwb,4,"['left ALM', 'right Medulla', 'left Medulla', 'right ALM']","['Anterior olfactory nucleus' 'Orbital area, ventrolateral part, layer 1'
 'Orbital area, ventrolateral part, layer 2/3'
 'Orbital area, ventrolateral part, layer 5'
 'Orbital area, lateral part, layer 5' 'Frontal pole, layer 5'
 'Secondary motor area, layer 5' 'Secondary motor area, layer 2/3'
 'Medulla' 'Inferior olivary complex' 'Magnocellular reticular nucleus'
 'Gigantocellular reticular nucleus' 'Intermediate reticular nucleus'
 'Medial vestibular nucleus' 'Cerebellum'
 'Paragigantocellular reticular nucleus, lateral part'
 'Facial motor nucleus' 'Parvicellular reticular nucleus'
 'Spinal nucleus of the trigeminal, oral part'
 'Lateral vestibular nucleus']",346,"outcome  trial_instruction
hit      left                 212
         right                192
ignore   left                   6
         right                  1
miss     left                  23
         right                 27
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 38
         right                66
miss     left                 18
         right                 5
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_5', 'OBIS470_6']",0.7000677165354648
61,../000363/sub-456774,../000363/sub-456774/sub-456774_ses-20191021T142044_behavior+ecephys+ogen.nwb,4,"['left ALM', 'right Medulla', 'left Medulla', 'right ALM']","['Anterior olfactory nucleus' 'Olfactory areas'
 'Orbital area, lateral part, layer 1'
 'Orbital area, lateral part, layer 2/3'
 'Orbital area, lateral part, layer 5'
 'Orbital area, ventrolateral part, layer 5' 'Frontal pole, layer 5'
 'Secondary motor area, layer 5' 'Secondary motor area, layer 2/3'
 'Orbital area, ventrolateral part, layer 1'
 'Orbital area, ventrolateral part, layer 2/3'
 'Secondary motor area, layer 1' 'Frontal pole, layer 2/3'
 'Intermediate reticular nucleus' 'Medial vestibular nucleus'
 'Fastigial nucleus' 'Cerebellum' 'Lobules IV-V' 'Facial motor nucleus'
 'Parvicellular reticular nucleus'
 'Spinal nucleus of the trigeminal, oral part' 'Medulla']",532,"outcome  trial_instruction
hit      left                 87
         right                87
ignore   left                  8
         right                40
miss     left                 27
         right                18
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 28
         right                22
ignore   left                  4
         right                16
miss     left                  6
         right                13
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_5', 'OBIS470_6']",0.700024719101124
62,../000363/sub-456774,../000363/sub-456774/sub-456774_ses-20191022T133136_behavior+ecephys+ogen.nwb,3,"['left Medulla', 'left ALM', 'right Medulla']","['Secondary motor area, layer 5' 'Secondary motor area, layer 6a'
 'Frontal pole, layer 5' 'Medulla' 'Gigantocellular reticular nucleus'
 'Paragigantocellular reticular nucleus, lateral part'
 'Magnocellular reticular nucleus' 'Intermediate reticular nucleus']",279,"outcome  trial_instruction
hit      left                  56
         right                 31
ignore   left                  39
         right                251
miss     left                   4
         right                 18
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                  7
         right                 7
ignore   left                 12
         right                59
miss     left                  5
         right                10
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_5', 'OBIS470_6']",0.7000440000000293
63,../000363/sub-456774,../000363/sub-456774/sub-456774_ses-20191023T142402_behavior+ecephys+ogen.nwb,3,"['left Medulla', 'right ALM', 'right Medulla']","['Orbital area, ventrolateral part, layer 5' 'Frontal pole, layer 5'
 'Secondary motor area, layer 5'
 'Orbital area, ventrolateral part, layer 6a'
 'Secondary motor area, layer 6a' 'Prelimbic area, layer 6a'
 'Magnocellular reticular nucleus' 'Gigantocellular reticular nucleus'
 'Medulla' 'Nucleus raphe obscurus' 'Intermediate reticular nucleus']",178,"outcome  trial_instruction
hit      left                  79
         right                100
ignore   left                  14
         right                138
miss     left                   1
         right                 10
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 35
         right                29
ignore   left                  2
         right                42
miss     right                 6
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_5', 'OBIS470_6']",0.7000114035087757
64,../000363/sub-460432,../000363/sub-460432/sub-460432_ses-20191217T123303_behavior+ecephys+ogen.nwb,3,"['right Medulla', 'left Midbrain', 'left ALM']","['Secondary motor area, layer 6a' 'Secondary motor area, layer 5'
 'Secondary motor area, layer 2/3' 'Frontal pole, layer 5'
 'Orbital area, lateral part, layer 5' 'Substantia nigra, reticular part'
 'Midbrain' 'Zona incerta' 'Fields of Forel' 'Thalamus'
 'Suprageniculate nucleus' 'Lateral posterior nucleus of the thalamus'
 'Medulla' 'Paragigantocellular reticular nucleus, lateral part'
 'Inferior olivary complex' 'Gigantocellular reticular nucleus'
 'Lateral reticular nucleus, magnocellular part'
 'Intermediate reticular nucleus']",259,"outcome  trial_instruction
hit      left                   8
         right                 28
ignore   left                  26
         right                229
miss     left                   4
         right                 16
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                  4
         right                 7
ignore   left                  3
         right                60
miss     left                  2
         right                 4
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_5', 'OBIS470_6']",0.7000962500000313
65,../000363/sub-460432,../000363/sub-460432/sub-460432_ses-20191218T111453_behavior+ecephys+ogen.nwb,3,"['right Medulla', 'left Midbrain', 'left ALM']","['Orbital area, lateral part, layer 6a' 'Frontal pole, layer 6a'
 'Secondary motor area, layer 6a' 'Secondary motor area, layer 5'
 'Orbital area, ventrolateral part, layer 5'
 'Orbital area, lateral part, layer 5'
 'Orbital area, lateral part, layer 2/3' 'Frontal pole, layer 5'
 'Substantia nigra, reticular part' 'Substantia nigra, compact part'
 'Midbrain' 'Midbrain reticular nucleus' 'Anterior pretectal nucleus'
 'Superior colliculus, motor related, intermediate gray layer'
 'Inferior olivary complex' 'Medulla'
 'Paragigantocellular reticular nucleus, lateral part'
 'Gigantocellular reticular nucleus'
 'Lateral reticular nucleus, magnocellular part'
 'Intermediate reticular nucleus']",322,"outcome  trial_instruction
hit      left                  84
         right                120
ignore   left                   3
         right                 31
miss     left                  34
         right                 69
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 31
         right                21
ignore   left                  2
         right                13
miss     left                  6
         right                30
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_5', 'OBIS470_6']",0.7000854368932133
66,../000363/sub-460432,../000363/sub-460432/sub-460432_ses-20191219T134919_behavior+ecephys+ogen.nwb,3,"['left Medulla', 'right Midbrain', 'right ALM']","['Orbital area, ventrolateral part, layer 5'
 'Orbital area, ventrolateral part, layer 6a' 'Frontal pole, layer 5'
 'Frontal pole, layer 6a' 'Orbital area, lateral part, layer 6a'
 'Secondary motor area, layer 6a' 'Inferior olivary complex' 'Medulla'
 'Gigantocellular reticular nucleus'
 'Lateral reticular nucleus, magnocellular part'
 'Paragigantocellular reticular nucleus, lateral part'
 'Magnocellular reticular nucleus' 'Substantia nigra, reticular part'
 'Zona incerta' 'Fields of Forel' 'Midbrain' 'Thalamus'
 'Subparafascicular nucleus, parvicellular part'
 'Posterior limiting nucleus of the thalamus' 'Anterior pretectal nucleus']",368,"outcome  trial_instruction
hit      left                 69
         right                94
ignore   left                 14
         right                31
miss     left                 63
         right                17
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 29
         right                27
ignore   left                  2
         right                 6
miss     left                  9
         right                14
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_5', 'OBIS470_6']",0.700029885057472
67,../000363/sub-460432,../000363/sub-460432/sub-460432_ses-20191220T140433_behavior+ecephys+ogen.nwb,3,"['left Medulla', 'right Midbrain', 'right ALM']","['Orbital area, lateral part, layer 2/3'
 'Orbital area, lateral part, layer 5' 'Frontal pole, layer 2/3'
 'Orbital area, lateral part, layer 6a' 'Frontal pole, layer 5'
 'Agranular insular area, dorsal part, layer 6a'
 'Secondary motor area, layer 6a' 'Secondary motor area, layer 5'
 'Inferior olivary complex' 'Medulla' 'Gigantocellular reticular nucleus'
 'Magnocellular reticular nucleus' 'Zona incerta' 'Hypothalamus'
 'Medial geniculate complex, medial part' 'Suprageniculate nucleus'
 'Posterior limiting nucleus of the thalamus'
 'Lateral posterior nucleus of the thalamus']",184,"outcome  trial_instruction
hit      left                 131
         right                115
ignore   left                  25
         right                 42
miss     left                  21
         right                 17
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 33
         right                27
ignore   left                 10
         right                 9
miss     left                  8
         right                 8
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_5', 'OBIS470_6']",0.7000336842105448
68,../000363/sub-460434,../000363/sub-460434/sub-460434_ses-20191112T114755_behavior+ecephys+ogen.nwb,3,"['left Midbrain', 'left ALM', 'right Medulla']","['Secondary motor area, layer 6b' 'Secondary motor area, layer 6a'
 'Secondary motor area, layer 5' 'Frontal pole, layer 6a'
 'Frontal pole, layer 5' 'Pontine reticular nucleus' 'Pons'
 'Midbrain reticular nucleus'
 'Paragigantocellular reticular nucleus, lateral part'
 'Parapyramidal nucleus' 'Gigantocellular reticular nucleus'
 'Magnocellular reticular nucleus']",156,"outcome  trial_instruction
hit      left                 61
         right                69
ignore   left                 85
         right                91
miss     left                 15
         right                10
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 21
         right                21
ignore   left                  6
         right                25
miss     left                  2
         right                 5
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_5', 'OBIS470_6']",0.7000274999999988
69,../000363/sub-460434,../000363/sub-460434/sub-460434_ses-20191113T135640_behavior+ecephys+ogen.nwb,3,"['right Medulla', 'left Midbrain', 'left ALM']","['Secondary motor area, layer 6a' 'Frontal pole, layer 6a'
 'Orbital area, lateral part, layer 5' 'Frontal pole, layer 5'
 'Secondary motor area, layer 5'
 'Orbital area, ventrolateral part, layer 6a' 'Pons' 'Midbrain'
 'Midbrain reticular nucleus' 'Medulla'
 'Paragigantocellular reticular nucleus, lateral part'
 'Magnocellular reticular nucleus' 'Gigantocellular reticular nucleus'
 'Inferior olivary complex']",150,"outcome  trial_instruction
hit      left                 74
         right                83
ignore   left                 34
         right                48
miss     left                 23
         right                13
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 21
         right                17
ignore   left                  7
         right                12
miss     left                  7
         right                14
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_5', 'OBIS470_6']",0.700067948717959
70,../000363/sub-460434,../000363/sub-460434/sub-460434_ses-20191114T142520_behavior+ecephys+ogen.nwb,3,"['left Medulla', 'right Midbrain', 'right ALM']","['Orbital area, ventrolateral part, layer 6a'
 'Orbital area, lateral part, layer 6a' 'Frontal pole, layer 5'
 'Frontal pole, layer 6a' 'Secondary motor area, layer 6a'
 'Secondary motor area, layer 5' 'Medulla'
 'Magnocellular reticular nucleus' 'Gigantocellular reticular nucleus'
 'Paragigantocellular reticular nucleus, lateral part'
 'Intermediate reticular nucleus' 'Pontine reticular nucleus' 'Pons'
 'Midbrain' 'Midbrain reticular nucleus, retrorubral area'
 'Midbrain reticular nucleus'
 'Superior colliculus, motor related, intermediate white layer'
 'Superior colliculus, motor related, intermediate gray layer']",190,"outcome  trial_instruction
hit      left                 74
         right                92
ignore   left                 29
         right                12
miss     left                 51
         right                13
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 39
         right                26
ignore   left                  2
         right                 2
miss     left                 17
         right                13
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_5', 'OBIS470_6']",0.7000171717171434
71,../000363/sub-460434,../000363/sub-460434/sub-460434_ses-20191115T135939_behavior+ecephys+ogen.nwb,3,"['left Medulla', 'right Midbrain', 'right ALM']","['Prelimbic area, layer 6a' 'Secondary motor area, layer 6a' 'Medulla'
 'Magnocellular reticular nucleus' 'Gigantocellular reticular nucleus'
 'Parapyramidal nucleus'
 'Paragigantocellular reticular nucleus, lateral part'
 'Facial motor nucleus' 'Intermediate reticular nucleus'
 'Tegmental reticular nucleus' 'Pontine reticular nucleus' 'Midbrain'
 'Red nucleus' 'Midbrain reticular nucleus']",141,"outcome  trial_instruction
hit      left                 162
         right                120
ignore   left                   6
         right                  3
miss     left                 105
         right                 11
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 44
         right                32
ignore   left                  2
miss     left                 24
         right                 2
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_5', 'OBIS470_6']",0.7000432692307719
72,../000363/sub-460436,../000363/sub-460436/sub-460436_ses-20200107T111633_behavior+ecephys+ogen.nwb,3,"['right Medulla', 'left Midbrain', 'left ALM']","['Agranular insular area, dorsal part, layer 6a'
 'Secondary motor area, layer 6a' 'Orbital area, lateral part, layer 6a'
 'Orbital area, lateral part, layer 5' 'Frontal pole, layer 6a'
 'Frontal pole, layer 5' 'Substantia nigra, reticular part' 'Midbrain'
 'Midbrain reticular nucleus' 'Anterior pretectal nucleus'
 'Superior colliculus, motor related, intermediate white layer'
 'Superior colliculus, motor related, intermediate gray layer'
 'Inferior olivary complex' 'Medulla' 'Magnocellular reticular nucleus'
 'Gigantocellular reticular nucleus']",365,"outcome  trial_instruction
hit      left                 157
         right                185
ignore   left                   2
         right                  1
miss     left                  17
         right                 30
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 45
         right                50
miss     left                 14
         right                 5
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_5', 'OBIS470_6']",0.7000280701754447
